PuzzleId,FEN,Moves,Rating,ThemeList
jrebp,r5k1/p3qp1p/1p1pb1pQ/2n5/4P3/5PP1/P2R1KP1/7R b - - 5 28,e7f6 h6h7 g8f8 h7h8 f8e7 h8a8,1522,"[""advantage"", ""kingsideAttack"", ""long"", ""middlegame"", ""skewer""]"
Dw2so,5r1k/QR2N1pp/4pp1q/3p4/2nP4/P3PP2/6PP/6K1 w - - 5 30,b7b8 h6e3 g1f1 c4d2,968,"[""cornerMate"", ""endgame"", ""mate"", ""mateIn2"", ""short""]"
4oOKx,8/6PK/5k2/8/8/8/6r1/8 w - - 0 73,g7g8q g2h2,1252,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove"", ""queenRookEndgame""]"
V0ZfC,r1b1k1nr/2q2ppp/p4b2/3Q4/1PB5/P3B3/2P2PPP/R4RK1 b kq - 0 15,f6a1 f1e1 c8e6 d5a8 c7c8 a8c8,2487,"[""crushing"", ""long"", ""middlegame""]"
MtxJp,2r3k1/3n2pp/qp2p3/3pP3/1P1P4/1B6/6PP/R2Q2K1 b - - 0 29,a6b5 b3a4 b5b4 a4d7,1187,"[""advantage"", ""endgame"", ""master"", ""short"", ""skewer""]"
ySnno,rnb2rk1/1p2bppp/pq2pn2/3pN3/3P1B1P/1PNB4/P1P2PP1/R2QK2R b KQ - 0 10,b6d4 d3h7 g8h7 d1d4,1253,"[""advantage"", ""discoveredAttack"", ""kingsideAttack"", ""middlegame"", ""short""]"
wrAca,8/5p2/5kp1/7p/5P1P/3r2P1/6K1/5R2 w - - 1 35,f1f3 d3f3 g2f3 f6f5 f3f2 f5g4 f2g2 f7f6 g2f2 g4h3 f4f5 g6f5 f2f3 h3h2,2504,"[""crushing"", ""endgame"", ""quietMove"", ""rookEndgame"", ""veryLong"", ""zugzwang""]"
Nc7tg,2rr4/p2bbpk1/4pN1n/q3P1Q1/7P/P1n3P1/5PB1/R3R1K1 b - - 1 25,g7f8 g5h6,1307,"[""hangingPiece"", ""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
HELkD,8/3R2p1/8/p1P2p2/4k3/6r1/PP6/2K5 b - - 0 47,g7g5 c5c6 g3h3 c6c7,1400,"[""advancedPawn"", ""crushing"", ""endgame"", ""master"", ""rookEndgame"", ""short""]"
0T70p,3Qnk2/5pp1/4p2p/1pPn4/4N3/5P2/2q3PP/5RK1 w - - 6 30,e4d6 c2c5 g1h1 c5d6,1144,"[""crushing"", ""endgame"", ""short""]"
IY9oY,7k/pp4pp/8/4P3/3PQNPb/1P5P/P4q1K/8 w - - 2 34,f4g2 h4g3 h2h1 f2f1,1431,"[""endgame"", ""mate"", ""mateIn2"", ""short""]"
WAlqI,1r1q3k/p1p1rBb1/2p3Qp/3p2p1/8/5PB1/PPP1b1PP/4RRK1 w - - 1 20,f1f2 e2d3 c2d3 e7e1,1842,"[""advantage"", ""discoveredAttack"", ""kingsideAttack"", ""middlegame"", ""short""]"
LHisP,8/1p6/5k2/2p4p/2P2Kp1/1P4P1/P7/8 w - - 2 44,f4e4 f6g5 e4e3 h5h4 g3h4 g5h4,1876,"[""crushing"", ""endgame"", ""long"", ""pawnEndgame""]"
pZgKd,r1q1k2r/3n1pb1/bp1Q2p1/p5Bp/4P2P/1N3P2/PPP3P1/2KR3R b kq - 0 18,a8a7 d6e7,928,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
n0Ss5,r4rk1/p5pp/4p3/1pp5/8/4BRQ1/P3q1PP/5R1K w - - 1 25,e3h6 e2f1 f3f1 f8f1,1358,"[""backRankMate"", ""mate"", ""mateIn2"", ""middlegame"", ""short"", ""xRayAttack""]"
BVWzc,8/5pkp/6p1/p1N2p2/3r4/1P3RK1/P6P/8 w - - 0 29,f3e3 f5f4 g3f3 f4e3,1443,"[""advantage"", ""endgame"", ""fork"", ""short""]"
XYcYL,qB4k1/6pp/2pQ1p2/1b1p4/3P4/7P/p1P2PPK/8 b - - 1 36,c6c5 d6e6 g8h8 e6c8 b5e8 c8e8,1958,"[""backRankMate"", ""endgame"", ""long"", ""mate"", ""mateIn3""]"
0iEpU,8/8/8/5N2/5kP1/r4pR1/5K2/8 w - - 8 93,f5d4 a3a2 f2g1 f4g3,1501,"[""crushing"", ""deflection"", ""endgame"", ""short""]"
x6RzX,6k1/5p1p/4pQpP/3pP3/1n3PP1/KP2b3/1Nq5/8 b - - 5 46,g8f8 f6d8,1461,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove""]"
1hoTc,k6r/1b6/1QP5/pP6/4PP2/q4Nr1/5K1p/1R5B b - - 2 39,g3f3 h1f3 b7c8 c6c7 c8b7 b6d4,3013,"[""advancedPawn"", ""crushing"", ""long"", ""middlegame""]"
WLtkS,4r1k1/1p3p2/7p/p5p1/P1p2nN1/6RP/B3p1P1/4K3 b - - 2 33,f4d3 g3d3 c4d3 g4f6 g8f8 f6e8,1353,"[""advantage"", ""endgame"", ""fork"", ""long"", ""sacrifice""]"
ShiKV,3r4/p3q2p/1p2P1pk/5p2/P1R5/6P1/1B3P1P/6K1 b - - 0 31,e7e6 c4h4 h6g5 f2f4,1304,"[""endgame"", ""mate"", ""mateIn2"", ""short""]"
9JRmk,4rr2/p2R3p/1kp1q1p1/1p6/3Q4/P7/5PPP/3R2K1 b - - 2 35,c6c5 d4d6 e6d6 d1d6 b6a5 d7a7,2243,"[""endgame"", ""long"", ""mate"", ""mateIn3""]"
0yCkK,3q2k1/p4ppp/4b3/2Q5/1P6/6PP/r4PB1/4R1K1 b - - 0 24,d8d2 c5c8 e6c8 e1e8,1628,"[""backRankMate"", ""endgame"", ""master"", ""mate"", ""mateIn2"", ""sacrifice"", ""short""]"
hRoaQ,r2q1rk1/1pp2ppp/p2b1n2/1B4B1/3n4/2NQ4/PPP2PPP/R4RK1 w - - 0 12,d3d4 d6h2 g1h2 d8d4,966,"[""advantage"", ""discoveredAttack"", ""kingsideAttack"", ""middlegame"", ""short""]"
ab8aj,1r2r2k/p2q1p1P/6p1/3pP3/2p4R/2P5/P4Q2/2KR4 b - - 4 32,d7b5 f2f6,1123,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove""]"
vRnyt,4r1k1/5p1p/p1R5/3p4/1P6/P7/8/5K2 b - - 0 35,e8e6 c6e6 f7e6 a3a4 g8f7 b4b5 a6b5 a4a5,1948,"[""advantage"", ""defensiveMove"", ""endgame"", ""quietMove"", ""rookEndgame"", ""veryLong""]"
SVANu,r4rk1/pb3pp1/2p4p/1p6/5P2/PQRBq3/1P4PP/5R1K b - - 1 19,a8e8 d3h7 g8h7 c3e3,1080,"[""crushing"", ""discoveredAttack"", ""middlegame"", ""short""]"
ar0dF,3r2k1/1p2bppp/p3pn2/P3p3/2qRP3/5BPP/N3QP2/R5K1 b - - 0 22,c4e2 d4d8 e7d8 f3e2,1272,"[""advantage"", ""intermezzo"", ""middlegame"", ""short""]"
Pw5Ha,8/2k5/1r6/2n1p3/p3n3/P1P1B2B/K2R4/8 w - - 12 45,e3c5 e4c3 a2a1 b6b1,1203,"[""arabianMate"", ""endgame"", ""mate"", ""mateIn2"", ""short""]"
AnkSg,6n1/1p1k4/1Np2r2/2Pp4/3P4/1P1KR3/8/8 b - - 3 50,d7c7 e3e8 g8e7 e8e7,2089,"[""crushing"", ""endgame"", ""short""]"
SX65J,rn1qkb1r/pb1pp1pp/1pP2n2/4N3/2B3P1/2N5/PPP1QP1P/R1B1K2R b KQkq - 0 11,b8c6 c4f7,851,"[""master"", ""mate"", ""mateIn1"", ""oneMove"", ""opening""]"
aDKr0,3rr1k1/1pp2ppp/p1nb4/3N4/P1PP1Bn1/5N1q/1P2BP2/R2Q1RK1 w - - 4 16,f4d6 d8d6 d5f4 h3h6,1951,"[""advantage"", ""middlegame"", ""short""]"
CZyPp,4q1k1/1p4pp/pBpR4/3b2r1/8/P1P3P1/7P/3Q2K1 b - - 2 30,g5f5 d6d8 e8d8 b6d8,1256,"[""advantage"", ""endgame"", ""pin"", ""short""]"
jkU4r,1r3r2/2q1Np1k/3p1Ppp/p3n3/4P3/PP5R/2P3PP/2B2R1K b - - 11 32,g6g5 c1g5 e5g4 g5h6 g4h6 e7f5 f8h8 h3h6 h7g8 f5e7 c7e7 h6h8 g8h8 f6e7,2384,"[""advancedPawn"", ""crushing"", ""middlegame"", ""pin"", ""veryLong""]"
9uoPZ,8/1n1k2pB/6P1/1P1Kp3/3p4/P3r3/2P3n1/1R5R w - - 4 33,a3a4 g2f4 d5c4 e3c3 c4b4 f4d5,1320,"[""endgame"", ""long"", ""mate"", ""mateIn3""]"
qMDvm,5r2/4rk2/4R2p/1pbP1R2/p1p5/P1P4P/1P2Q1Pq/4K3 b - - 0 38,f7e8 e2h5 e8d7 f5f8,2113,"[""advantage"", ""deflection"", ""middlegame"", ""short""]"
Ae0Mg,8/8/8/2k5/8/1R4KP/1pr5/8 w - - 1 49,h3h4 c5c4 b3b8 c2c3,1939,"[""crushing"", ""endgame"", ""rookEndgame"", ""short""]"
IQtqh,4rr1k/4Nppp/p2p4/1q1Pb3/1p2P1Q1/5R2/PP4PP/5R1K w - - 14 27,f3f7 b5f1 f7f1 f8f1,1464,"[""kingsideAttack"", ""mate"", ""mateIn2"", ""middlegame"", ""short"", ""xRayAttack""]"
QRGEG,6k1/pbb2r1p/2q1pBp1/2p1P1P1/5R1P/1PQ5/2P2R2/6K1 w - - 1 34,g1f1 c6h1 f1e2 b7a6,1295,"[""crushing"", ""master"", ""middlegame"", ""short""]"
yHq0T,4r1k1/pp3p2/2p4p/2Pp1q2/1P2rP2/P3P1Pp/3Q1R1P/4R1K1 b - - 4 26,e4e3 e1e3 e8e3 d2e3 f5b1 f2f1,980,"[""advantage"", ""endgame"", ""long""]"
tg5iJ,r4rk1/1pq2pp1/6bp/1Qp5/p1Bbp2B/2P4P/PP1R1PP1/3R2K1 b - - 0 24,a8a5 h4g3 c7d8 b5b7,2204,"[""advantage"", ""middlegame"", ""short""]"
VvoJe,5r2/5pR1/5p2/p1p1kP1P/1pPp2P1/4pK2/PPP5/8 b - - 0 35,a5a4 h5h6 e3e2 f3e2 f8h8 h6h7,1546,"[""advancedPawn"", ""crushing"", ""endgame"", ""long"", ""rookEndgame""]"
rNej6,8/6p1/3k1p1p/2p2P2/2P3PP/2K5/8/8 w - - 0 53,c3d3 d6e5 d3e3 h6h5 e3f3 e5d4,2359,"[""crushing"", ""endgame"", ""long"", ""pawnEndgame""]"
gM49s,5rk1/5p1p/pq4pQ/1pbp4/8/2r2NP1/P4RPP/5R1K b - - 1 29,c5f2 f3g5 f8e8 h6h7 g8f8 h7f7,1365,"[""long"", ""mate"", ""mateIn3"", ""middlegame""]"
LC1EQ,r7/ppp2p1p/2n2kp1/8/3N2b1/1P3P2/P1B3PP/3R2K1 b - - 0 25,a8d8 d4c6 d8d1 c2d1,1079,"[""advantage"", ""endgame"", ""short""]"
5aF8I,rn1qkb1r/pp5p/2p1p1p1/4Np1B/1nPP4/5Q2/PPb2PPP/RNB2RK1 w kq - 0 12,e5g6 h7g6 h5g6 e8d7,1889,"[""advantage"", ""master"", ""middlegame"", ""short""]"
FWosm,8/6pk/R1P5/5K2/8/6P1/p1r5/8 w - - 0 37,f5e6 c2c6 a6c6 a2a1q,1249,"[""advancedPawn"", ""crushing"", ""deflection"", ""endgame"", ""promotion"", ""rookEndgame"", ""short""]"
K3hHM,r4rk1/p1pq1pp1/3p3p/2pN1P2/3b4/2P5/P4PPP/1R1QR1K1 b - - 0 17,d4e5 e1e5 d6e5 d5f6 g7f6 d1d7,1493,"[""crushing"", ""discoveredAttack"", ""kingsideAttack"", ""long"", ""middlegame"", ""sacrifice""]"
yi4SH,r3kbnr/1pp1qpp1/p2p2bp/8/2B1P1P1/2P1B2P/PP1N1P2/R2QK2R b KQkq - 2 12,g6e4 d2e4 e7e4 c4d5,2217,"[""crushing"", ""opening"", ""short""]"
YtSJV,r2qk2r/ppp2ppp/6n1/1P2n3/2Pp4/P4N1P/4PPP1/R2QKB1R w KQkq - 0 12,d1d4 e5f3 e2f3 d8d4,1075,"[""crushing"", ""intermezzo"", ""middlegame"", ""short""]"
p9c5u,8/5R2/4P1k1/p5P1/P1B1Kp2/1P2b3/2r5/8 w - - 3 52,e6e7 c2c4 b3c4 g6f7,1333,"[""crushing"", ""endgame"", ""master"", ""short""]"
8K6Wu,b5r1/Pk3p2/1bN2p2/3P1B2/4P3/5P1P/R5K1/8 w - - 15 48,g2f1 g8g1 f1e2 g1g2 e2d3 g2a2,907,"[""advantage"", ""endgame"", ""exposedKing"", ""long"", ""skewer""]"
fp4Gg,r1bq2k1/2p1n3/3p2pB/pPpP1r2/P1P5/8/4BPPP/Q4RK1 b - - 0 19,f5e5 f2f4 e7f5 f4e5,1687,"[""advantage"", ""middlegame"", ""short""]"
SFcV7,3k4/5Qb1/1p1p4/1PpB2P1/r1P1p2N/5p2/5q1P/6RK w - - 0 47,d5c6 f2g1 h1g1 g7d4 g1f1 a4a1,1803,"[""attraction"", ""long"", ""mate"", ""mateIn3"", ""middlegame"", ""pillsburysMate"", ""sacrifice""]"
nLcgg,8/4rkp1/1R6/p3pP2/P1PpK3/1P6/8/8 w - - 1 42,b6b5 e7d7 c4c5 d4d3 c5c6 d3d2 c6d7 d2d1q,2201,"[""advancedPawn"", ""crushing"", ""endgame"", ""master"", ""promotion"", ""quietMove"", ""rookEndgame"", ""veryLong""]"
OZQcT,r3r1k1/1pp2ppp/p2b1q2/3P4/P3n3/2P2B1P/1P3P2/R1BQR1K1 b - - 0 22,f6e5 e1e4 e5h2 g1f1 h2h3 f3g2 h3g2 f1g2,1550,"[""advantage"", ""middlegame"", ""veryLong""]"
zTeZP,2kr4/pp3ppp/2p5/4n3/4B3/2K5/PP3PPP/4R3 b - - 1 19,e5g4 e4f5 c8c7 f5g4,936,"[""advantage"", ""endgame"", ""fork"", ""short""]"
C4kSd,1r4k1/5p2/1p4p1/P1p1p2p/2Pbb1qP/1Q4P1/3R1PB1/1R5K w - - 0 35,f2f3 g4g3 f3e4 d4e3 b3e3 g3e3,2377,"[""advantage"", ""long"", ""master"", ""middlegame"", ""sacrifice""]"
aufVh,8/2p5/1p4R1/2k2p2/7P/p5P1/r3BK2/8 w - - 0 55,h4h5 a2e2 f2e2 a3a2,1135,"[""advancedPawn"", ""advantage"", ""endgame"", ""sacrifice"", ""short""]"
uI6XE,8/2p3kp/2pp1qp1/Q7/2P1r3/1P3P1P/P1r3P1/1R4K1 w - - 0 28,f3e4 f6f2 g1h2 f2g2,864,"[""endgame"", ""mate"", ""mateIn2"", ""short""]"
zyLnB,8/8/4p3/p4kp1/P7/1P1PK3/8/8 w - - 2 64,d3d4 g5g4 b3b4 a5b4 a4a5 b4b3 a5a6 b3b2 a6a7 b2b1q,1972,"[""advancedPawn"", ""crushing"", ""endgame"", ""pawnEndgame"", ""promotion"", ""quietMove"", ""veryLong""]"
HM067,r1b2rk1/ppp2pp1/2np2qp/4p3/2BPP3/2PQ1N1P/P1P2PP1/R4RK1 b - - 2 12,c8h3 f3h4 g6g4 d3h3 g4h3 g2h3,1439,"[""advantage"", ""discoveredAttack"", ""long"", ""middlegame""]"
t4w5J,r4r1k/p4p1p/1p6/2b1npBN/2p5/P1P4P/1P6/R2R3K b - - 5 30,e5d3 g5f6 h8g8 d1g1 c5g1 a1g1,1202,"[""long"", ""master"", ""mate"", ""mateIn3"", ""middlegame"", ""pillsburysMate"", ""sacrifice""]"
U0Wtu,3r2k1/1p1P4/pPp2q1p/P1P1p1p1/4Pr2/3Q1P2/3R1K2/5R2 w - - 0 33,d3d6 f4f3 f2e2 f3f1,1097,"[""crushing"", ""endgame"", ""short""]"
hq4Vy,1r1q1rk1/2pbnpp1/R7/3BP2p/1b1P1P2/3QBN1P/1P4P1/5RK1 w - - 1 19,d5e4 d7b5 d3d1 b5a6,1236,"[""advantage"", ""fork"", ""interference"", ""middlegame"", ""short""]"
rzGjt,1r1qk2r/3nb1pp/2Q5/8/p3P3/2N1BP2/PP3P1P/2KR3R w k - 1 18,c3d5 b8c8 c6c8 d8c8,1323,"[""advantage"", ""middlegame"", ""pin"", ""short""]"
ttgdo,r1b1kb1r/1p1pn1p1/p4q2/4R3/2P2Bp1/3B4/PP1Q1PP1/R5K1 b kq - 2 18,f6h4 d3g6 e8d8 d2a5 b7b6 a5b6,1712,"[""long"", ""mate"", ""mateIn3"", ""middlegame"", ""pin""]"
ASP6O,6k1/5pp1/1Qbp2qp/2p1p3/2P5/P2P3P/5PP1/4N1K1 b - - 2 27,c6d7 b6d8 g8h7 d8d7,1029,"[""crushing"", ""endgame"", ""fork"", ""short""]"
giOj0,5r1k/7p/2p2qp1/4p3/3Q4/1BP1P1P1/P3K2P/R1B5 w - - 0 26,d4e4 f6f1 e2d2 f8f2,2069,"[""endgame"", ""mate"", ""mateIn2"", ""short""]"
0SnbR,7r/pkp4q/1ppbpp2/5n2/3P1P2/2P5/PP4QP/R1B3RK w - - 2 23,g2g6 h7h2,1104,"[""kingsideAttack"", ""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
HcUc7,2r1kb1r/pbqp1ppp/4p3/3nP3/2pQNP2/8/PPP1B1PP/R1B2R1K b k - 3 13,d5b4 e4d6 f8d6 e5d6,1326,"[""advantage"", ""fork"", ""master"", ""opening"", ""short""]"
B7D19,rnbqkbnr/pp1pp1p1/7p/2p2p2/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 4,c5d4 d1h5 g7g6 h5g6,1242,"[""master"", ""mate"", ""mateIn2"", ""opening"", ""short""]"
czdBX,r4rk1/4qpp1/p1bp3p/4pP2/2PpP1Q1/PP4PP/6BK/1R3R2 b - - 2 24,a8b8 f5f6 e7f6 f1f6,993,"[""advantage"", ""middlegame"", ""pin"", ""short""]"
znaOe,r6k/p4Qpp/bqp5/4r1N1/6n1/8/PPP3PP/RNB3RK w - - 3 19,h2h3 b6g1 h1g1 e5e1 f7f1 e1f1,1746,"[""attraction"", ""fork"", ""long"", ""mate"", ""mateIn3"", ""middlegame"", ""operaMate"", ""sacrifice""]"
RvAo5,8/5k2/4R1p1/3P3p/2P4P/2q2PPB/8/5K2 w - - 7 48,e6e4 c3f3 f1g1 f3e4,1178,"[""crushing"", ""endgame"", ""fork"", ""short""]"
yN3wd,1r1r2k1/p3bppp/4P3/1qpp1Q2/3B2R1/P7/1PP3PP/2K4R b - - 0 22,c5d4 f5f7 g8h8 f7g7,1342,"[""fork"", ""mate"", ""mateIn2"", ""middlegame"", ""short""]"
eypqW,r1bq1rk1/ppp3b1/3p1n1p/3Pp1p1/2P1P3/2N2BB1/PP4PP/R2Q1RK1 b - - 1 14,f6g4 f3g4 f8f1 g1f1 c8g4 d1g4,1376,"[""crushing"", ""long"", ""middlegame""]"
GtySu,2r3k1/pp4b1/8/2p1p1qR/P2pP3/1P1P4/K1P2rPQ/7R b - - 0 29,g5g2 h5h8 g8f7 h2g2,2078,"[""crushing"", ""intermezzo"", ""middlegame"", ""short""]"
kWczr,6k1/pp3pp1/1b5p/3qB3/2QPpP2/1P5P/P4P1K/8 b - - 2 30,d5a5 b3b4 a5a6 c4c8,2482,"[""crushing"", ""endgame"", ""short""]"
2xazU,r2k1b1r/pp2pQp1/2n2n1p/3p1qN1/8/3P4/PPP2PPP/RNB1K2R w KQ - 1 11,g5e6 d8d7 e6c5 d7d6,2222,"[""advantage"", ""defensiveMove"", ""opening"", ""short""]"
X5hIm,8/5pk1/1R2p1pp/p7/4P3/P4QP1/2rq1PKP/8 b - - 0 35,c2a2 b6b7 d2f2 f3f2 a2f2 g2f2,1937,"[""crushing"", ""endgame"", ""long""]"
NcSll,4r1k1/6p1/p3p1p1/1p1p4/2pP2N1/P1P1QPqr/1P1R4/5R1K w - - 0 33,d2h2 g3g4 f3g4 h3e3,1784,"[""advantage"", ""discoveredAttack"", ""middlegame"", ""short""]"
QNlgb,r5k1/p4ppp/1p2p3/3q4/2QPb3/4P3/P3BPPP/2R3K1 b - - 2 21,e4g2 c4c8 d5d8 c8d8 a8d8 g1g2,1462,"[""advantage"", ""endgame"", ""long""]"
643u1,8/3B2k1/6p1/8/p1P3p1/1p5P/1P2K3/8 w - - 0 50,h3g4 a4a3 b2a3 b3b2,805,"[""advancedPawn"", ""bishopEndgame"", ""crushing"", ""endgame"", ""short""]"
gKuwf,r1bq1rk1/p1p1b2n/3p3Q/2p1p1P1/4P3/2NP4/PPP2PP1/R3K2R b KQ - 0 14,h7g5 h6g6,1671,"[""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
TCEgv,4b1k1/p4pp1/5n1p/Pp1pN3/3P4/r3P2P/5PP1/1BR3K1 b - - 3 28,a3a1 b1h7 g8h7 c1a1,1071,"[""crushing"", ""discoveredAttack"", ""endgame"", ""short""]"
G1zEm,6k1/pp1N1p1p/4p1p1/3p4/1b1PbB1Q/1P2P3/P4PPP/2r2K2 w - - 1 22,f1e2 c1e1,1466,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove"", ""operaMate"", ""pillsburysMate""]"
siLrr,5r1k/p2Q2pp/1p6/n2pBp2/3P4/2Pq2P1/P6P/5RK1 b - - 5 27,f8g8 e5g7 g8g7 d7d8 g7g8 d8f6,2282,"[""crushing"", ""endgame"", ""long"", ""sacrifice""]"
zNoBt,2r3k1/5p2/p2pp1Rp/1p2r3/5q2/2P5/PPQ2P1P/6RK b - - 0 25,f7g6 c2g6 g8f8 g6g8 f8e7 g1g7 e7f6 g8f7,1857,"[""endgame"", ""exposedKing"", ""mate"", ""mateIn4"", ""veryLong""]"
0amey,r1bqk2r/pp1nppbp/2p3p1/3NP1B1/6n1/5N2/PPP2PPP/R2QKB1R w KQkq - 0 9,g5e7 d8a5 e7b4 a5d5 d1d5 c6d5,1244,"[""advantage"", ""long"", ""opening""]"
hUEaf,6k1/2p3p1/2Pb4/3r1r2/pPQ5/P3BqP1/5P2/3R1RK1 w - - 7 33,d1d3 f5h5 c4d5 h5d5 d3d5 f3d5,1757,"[""advantage"", ""long"", ""middlegame"", ""quietMove""]"
SbS7q,8/p3p1kp/3p1pp1/2pP4/4P3/1r3q1P/2R2P1K/Q4R2 w - - 0 29,f1h1 f3h3 h2g1 h3g4,1351,"[""crushing"", ""endgame"", ""short""]"
MSiWt,2kr2r1/2p1n2p/2nbPB2/1B1p1P2/PP1p4/5Q2/3q2PP/2R2RK1 w - - 3 21,b5c6 g8g2 f3g2 d8g8,2032,"[""crushing"", ""middlegame"", ""pin"", ""sacrifice"", ""short""]"
rY96U,r3k2r/p1q4p/2p1ppN1/1b1p3Q/3P2P1/P1P2Pn1/2P4P/1RB1R1K1 w kq - 1 21,h2g3 c7g3 g1h1 g3e1,1200,"[""crushing"", ""fork"", ""middlegame"", ""short""]"
uY7Ln,3K4/3R4/4k3/8/8/8/8/7r w - - 50 94,d7c7 h1h8,1386,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove"", ""rookEndgame""]"
MjJMT,8/1pp4B/8/3pP1bk/5r2/pPP5/P7/2K3R1 w - - 1 39,g1h1 f4h4 c1c2 h4h1,1155,"[""crushing"", ""discoveredAttack"", ""discoveredCheck"", ""endgame"", ""short""]"
IdCDj,8/p5rk/R7/6pK/P7/8/7P/8 b - - 5 39,g5g4 a6h6 h7g8 h6g6 g7g6 h5g6,1255,"[""crushing"", ""endgame"", ""long"", ""rookEndgame""]"
az1D3,6rk/pp5p/4bp2/3p4/3n1q2/3Q2P1/PPP2P1P/R3R1K1 w - - 0 23,c2c3 d4f3 d3f3 f4f3,1008,"[""advantage"", ""fork"", ""master"", ""masterVsMaster"", ""middlegame"", ""pin"", ""short""]"
W2Gl0,r2q1rk1/6pp/p1pb4/6NQ/1B6/8/PPb2PPP/3RR1K1 b - - 0 19,c2d1 h5h7,1097,"[""kingsideAttack"", ""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
nIG6F,8/1p6/1Pp4k/2P5/3BR3/4P1Pp/4K3/2n4r w - - 3 53,e2f3 h1f1 f3g4 h3h2 e4e6 h6h7,1211,"[""advancedPawn"", ""advantage"", ""endgame"", ""long""]"
BSCxW,4r1k1/p2R1r2/2p2Pb1/2N5/1p5Q/1P6/P1q5/1K5R w - - 0 29,b1a1 c2c3,1473,"[""master"", ""mate"", ""mateIn1"", ""middlegame"", ""oneMove""]"
68xKq,3r1rk1/1R1b1ppp/pBp1pq2/5n2/5P2/7R/P3B1PP/3Q2K1 w - - 5 27,b7d7 d8d7 d1d7 f6b2,2121,"[""advantage"", ""middlegame"", ""short""]"
UC5LW,8/4B1b1/2p1p2p/1k1pP1pP/3P2P1/3P4/8/5K2 b - - 0 35,c6c5 d4c5 g7e5 e7f8,2518,"[""advantage"", ""bishopEndgame"", ""endgame"", ""master"", ""short""]"
jvsZX,r3n1rk/1pp2qb1/p2p3p/3Ppn1N/2P1N3/4B1RP/PP2QP1K/R7 w - - 13 24,g3f3 f7h5 e4g3 f5g3,1038,"[""crushing"", ""hangingPiece"", ""middlegame"", ""short""]"
srWAy,8/p7/1p2K1kP/6P1/1n6/8/P7/8 b - - 2 45,b4a2 h6h7 g6h7 e6f7 a2b4 g5g6 h7h6 g6g7,1820,"[""advancedPawn"", ""crushing"", ""endgame"", ""exposedKing"", ""knightEndgame"", ""veryLong""]"
X2KWT,r1b1k2r/ppppqpp1/8/2bQP3/N1B2P1p/6P1/PPP3P1/R1B2R1K w kq - 0 15,a4c5 h4g3 h1g1 h8h1 g1h1 e7h4 h1g1 h4h2,1620,"[""attraction"", ""discoveredAttack"", ""discoveredCheck"", ""kingsideAttack"", ""mate"", ""mateIn4"", ""middlegame"", ""sacrifice"", ""veryLong""]"
m60Mn,8/5pk1/4p1p1/4P1K1/5PRP/8/8/7r w - - 11 46,h4h5 h1h5,1089,"[""endgame"", ""mate"", ""mateIn1"", ""oneMove"", ""rookEndgame""]"
1F0jU,6k1/R5b1/1p1Q2pp/3P1p2/1PPp4/7P/5PP1/1q2rBK1 w - - 1 30,d6g6 e1f1 g1h2 f1h1 h2g3 f5f4 g3f4 b1g6,1914,"[""endgame""]"
4WUvR,2r1r1k1/1pp1Rppp/p7/2QP4/5q2/7P/PP3PP1/2R3K1 w - - 6 22,c5c7 f4c1 c7c1 c8c1,1501,"[""crushing"", ""endgame"", ""short"", ""xRayAttack""]"
qkqI4,6k1/1p3p2/p3p1q1/7r/8/2Q3P1/PP3PK1/5R2 w - - 7 32,f1c1 g6e4 c3f3 h5h2 g2h2 e4f3,1194,"[""advantage"", ""deflection"", ""endgame"", ""long""]"
MONp2,r3rR1k/4N1pp/8/2p1P3/2Q5/2PR4/q5PP/6K1 b - - 2 29,e8f8 e7g6 h7g6 d3h3,1445,"[""endgame"", ""mate"", ""mateIn2"", ""sacrifice"", ""short""]"
Nh2QM,1br2rk1/1b5p/p2q4/3pppp1/P2PP3/2PQ1P1P/B4NP1/R4RK1 w - - 0 24,e4f5 e5e4 f2e4 d6h2 g1f2 g8h8,2075,"[""advantage"", ""clearance"", ""defensiveMove"", ""long"", ""master"", ""middlegame""]"
HHQwG,rnbqk2r/2p1ppb1/p7/1p1Pp2p/3N1Pp1/2N1Q1P1/PPP3P1/2KR1B1R w kq - 0 16,f4e5 g7h6 e3h6 h8h6,1309,"[""crushing"", ""middlegame"", ""pin"", ""short""]"
D51b0,rn1qk2r/pp5p/2p1pp2/2b1N2Q/3pP3/8/PPP3PP/RNB3K1 b kq - 1 11,e8e7 h5f7 e7d6 e5c4,1254,"[""mate"", ""mateIn2"", ""middlegame"", ""short""]"
